image,title,Price,URL
https://anninc.scene7.com/is/image/AN/832016_9192,Mixed Cable Crew Neck Sweater,$83.30 ,https://www.anntaylor.com/clothing/sweaters/cata000011/832016.html?dwvar_832016_color=9192&priceSort=DES
https://anninc.scene7.com/is/image/AN/827658_5824?$fullBplp$,The Easy Straight Ankle Pant in Knit Twill,$76.30 ,https://www.anntaylor.com/clothing/pants/cata000014/827658.html?dwvar_827658_color=5824&priceSort=DES
https://anninc.scene7.com/is/image/AN/838844_9192?$fullBplp$,Sherpa Mixed Media Puffer Coat,$180.60 ,https://www.anntaylor.com/clothing/coats/cat2820007/838844.html?dwvar_838844_color=9192&priceSort=DES
https://anninc.scene7.com/is/image/AN/827694_8100?$fullBplp$,Shearling Lug Sole Booties,$159.60 ,https://www.anntaylor.com/shoes/all-shoes/cata000020/827694.html?dwvar_827694_color=8100&priceSort=DES
https://anninc.scene7.com/is/image/AN/827268_503847,Fair Isle Turtleneck Sweater,$83.30 ,https://www.anntaylor.com/clothing/sweaters/cata000011/827268.html?dwvar_827268_color=503847&priceSort=DES
https://anninc.scene7.com/is/image/AN/612801_6600,The High Rise Trouser Pant in Seasonless Stretch,$83.30 ,https://www.anntaylor.com/clothing/suits/cata000013/612801.html?dwvar_612801_color=6600&priceSort=DES
https://anninc.scene7.com/is/image/AN/827458_5824?$fullBplp$,Wool Blend Belted Double Breasted Coat,$187.60 ,https://www.anntaylor.com/clothing/coats/cat2820007/827458.html?dwvar_827458_color=5824&priceSort=DES
https://anninc.scene7.com/is/image/AN/827629_5824?$fullBplp$,Fair Isle Hat,$48.65 ,https://www.anntaylor.com/accessories/hats-gloves/cat2600066/827629.html?dwvar_827629_color=5824&priceSort=DES
https://anninc.scene7.com/is/image/AN/831870_506025?$fullBplp$,Fair Isle Raglan Crop Sweater,$68.60 ,https://www.anntaylor.com/clothing/sweaters/cata000011/831870.html?dwvar_831870_color=506025&priceSort=DES
https://anninc.scene7.com/is/image/AN/827328_506143,The Audrey Pant in Check,$76.30 ,https://www.anntaylor.com/clothing/pants/cata000014/827328.html?dwvar_827328_color=506143&priceSort=DES
https://anninc.scene7.com/is/image/AN/827524_6045?$fullBplp$,Faux Fur Collar Wrap Poncho,$104.30 ,https://www.anntaylor.com/clothing/sweaters/ponchos-and-kimonos/cat2840009/827524.html?dwvar_827524_color=6045&priceSort=DES
https://anninc.scene7.com/is/image/AN/838630_9192,Fuzzy Knit Touchscreen Gloves,$62.65 ,https://www.anntaylor.com/accessories/hats-gloves/cat2600066/838630.html?dwvar_838630_color=9192&priceSort=DES
https://anninc.scene7.com/is/image/AN/832103_504014,Geo Jacquard Mock Neck Sweater,$76.30 ,https://www.anntaylor.com/new-arrivals/fair-isle/cata7000044/832103.html?dwvar_832103_color=504014&priceSort=DES
https://anninc.scene7.com/is/image/AN/831891_9192?$fullBplp$,Full Midi Skirt,$90.30 ,https://www.anntaylor.com/clothing/skirts-/cata000016/831891.html?dwvar_831891_color=9192&priceSort=DES
https://anninc.scene7.com/is/image/AN/831920_9007,Wool Blend Tailored Chesterfield Coat,$173.60 ,https://www.anntaylor.com/clothing/coats/cat2820007/grp_831920_9007.html?dwvar_831920_color=9007&priceSort=DES
https://anninc.scene7.com/is/image/AN/827758_2222,Sculptural Heel Box Leather Booties,$173.60 ,https://www.anntaylor.com/shoes/all-shoes/cata000020/827758.html?dwvar_827758_color=2222&priceSort=DES
https://anninc.scene7.com/is/image/AN/827735_502328?$fullBplp$,Winter Dots Jacquard Turtleneck Sweater,$66.15 ,https://www.anntaylor.com/clothing/sweaters/cata000011/827735.html?dwvar_827735_color=502328&priceSort=DES
